Business Name,Address,City,Permit Id,Type,Class,Inspection Date,Inspection Type,Grade,Priority Violation *,
Subway No 15458,34522 N Scottsdale Rd Suite D-6,Scottsdale,FD-33691,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,Not Participating,1,
Il Bosco Pizza,7120 E Becker Ln ,Scottsdale,FD-33971,Food Catering ,Class 5,3/19/19,Routine Inspection,Not Participating,0,
Indian Delhi Palace,5104 E McDowell Rd ,Phoenix,FD-34082,Food Catering ,Class 5,3/25/19,Routine Inspection,Not Participating,0,
Bottle Blonde,7340 E Indian Plaza ,Scottsdale,FD-34124,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,D,4,
Main Kitchen,9400 W Maryland Ave ,Glendale,FD-34299,Food Catering ,Class 5,3/25/19,Routine Inspection,Not Participating,0,
The Vig,7345 N Paseo Del Sur ,Scottsdale,FD-34652,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,1,
Bisbee Breakfast Club,2909 S Dobson Rd Suite 21,Mesa,FD-34762,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
Subway No 16523,4939 W Ray Rd Suite 8,Chandler,FD-34860,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,A,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-34951,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Chicago Cubs Spring Training Complex @ Mesa Riverview,2330 W Rio Salado Pkwy ,Mesa,FD-34953,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Circle K No 2703461,2840 N 75th Ave ,Phoenix,FD-35181,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,C,1,
Circle K No 2703461,2840 N 75th Ave ,Phoenix,FD-35182,E & D 0-9 Seating ,Class 2,3/20/19,Routine Inspection,D,0,
Culver's Restaurant,1909 S Country Club Dr ,Mesa,FD-35258,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
Fry's Food & Drug Store No 120,6321 E Greenway Rd ,Phoenix,FD-35439,E & D 10+ Seating ,Class 2,3/25/19,Routine Inspection,A,0,
Fiesta Mexicana Restaurant,1733 N Dysart Rd ,Avondale,FD-35665,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,B,1,
Janey's CoffeeHouse,6602 E Cave Creek Rd Suite F,Cave Creek,FD-35688,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
Tempe Diablo Stadium Complex,2200 W Alameda Dr ,Tempe,FD-36027,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,Not Participating,2,
Tempe Diablo Stadium Complex,2200 W Alameda Dr ,Tempe,FD-36031,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,Not Participating,1,
Tempe Diablo Stadium Complex,2200 W Alameda Dr ,Tempe,FD-36032,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
Tempe Diablo Stadium Complex,2200 W Alameda Dr ,Tempe,FD-36034,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,Not Participating,1,
Tempe Diablo Stadium Complex,2200 W Alameda Dr ,Tempe,FD-36035,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,Not Participating,1,
Tempe Diablo Stadium Complex,2200 W Alameda Dr ,Tempe,FD-36036,Food Catering ,Class 5,3/22/19,Routine Inspection,Not Participating,1,
First Watch,11162 N Frank Lloyd Wright Blvd Suite 101,Scottsdale,FD-36054,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,2,
Banner Estrella Medical Center,9201 W Thomas Rd ,Phoenix,FD-36353,Service Kitchen ,Class 2,3/19/19,Routine Inspection,A,0,
Circle K No 3462,3155 S Gilbert Rd ,Gilbert,FD-36505,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,Not Participating,2,
Circle K No 3462,3155 S Gilbert Rd ,Gilbert,FD-36506,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,2,
Charm Thai Cuisine,11 W Boston St Suite 5,Chandler,FD-36643,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,3,
Oakland A's Spring Training @ Mesa Fitch Park,160 E 6th Pl ,Mesa,FD-36705,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,B,0,
Backyard Taco,1524 E university Dr ,Mesa,FD-37262,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Oumi Sushi at Sprouts No 16,4735 E Ray Rd Unit A001,Phoenix,FD-37524,E & D 0-9 Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Baskin Robbins,15423 W Waddell Rd Suite 103,Surprise,FD-37575,E & D 10+ Seating ,Class 2,3/22/19,Routine Inspection,A,0,
Grandmas Kitchen,323 E Brown Rd Suite 201,Mesa,FD-37859,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
Rays Pizza,703 E Carefree Hwy ,Phoenix,FD-37959,E & D 0-9 Seating ,Class 3,3/22/19,Routine Inspection,A,0,
One Stop Gas & Food Mart,777 W Ray Rd ,Gilbert,FD-38015,Retail Food Establishment ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
Restaurant Atoyac,1830 W Glendale Ave ,Phoenix,FD-38174,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,C,1,
Total Wine & More,1900 E Rio Salado Pkwy Suite 120,Tempe,FD-38175,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Diego Pop,4338 N Scottsdale Rd ,Scottsdale,FD-38220,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
Mi Pueblo Mexican Food,710 E Union Hills Dr Suite 16A,Phoenix,FD-38299,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Backyard Taco,1524 E University ,Mesa,FD-38423,Food Catering ,Class 5,3/19/19,Verification Visit,A,0,
Country Boys Restaurant,4229 W Bethany Home Rd ,Phoenix,FD-38580,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Frys Food Store No 72,87 E Williams Field Rd ,Gilbert,FD-38645,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,A,0,
Lydia's La Canasta Restaurant,2023 W Wickenburg Way ,Wickenburg,FD-38931,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,B,0,
Dollar General No 14509,330 E Brown Rd ,Mesa,FD-39085,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
AmBar Foods LLC,12434 N 28th Dr ,Phoenix,FD-39160,Food Processor ,Class 2,3/20/19,Routine Inspection,A,0,
The District,7333 E Indian Plaza Rd ,Scottsdale,FD-39205,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,3,
QuikTrip No 490,8870 W Thunderbird Rd ,Peoria,FD-39238,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
QuikTrip No 490,8870 W Thunderbird Rd ,Peoria,FD-39239,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Mesa Good Shepherd,5848 E University Dr ,Mesa,FD-39263,Service Kitchen ,Class 2,3/19/19,Routine Inspection,A,0,
Savor Flavor Asia,4905 E Ray Rd ,Phoenix,FD-39270,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,C,2,
Fry's Food & Drug No 52,855 W Warner Rd ,Gilbert,FD-39328,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,A,0,
Starbucks Coffee,3135 W Peoria Ave ,Phoenix,FD-39353,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Total Wine & More,1900 E Rio Salado Pkwy Suite 120,Tempe,FD-39357,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Total Wine & More,1900 E Rio Salado Pkwy Suite 120,Tempe,FD-39358,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Panera Bread Co. No 1909,9995 W McDowell Rd Bldg D-100,Avondale,FD-39369,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,A,0,
Dignity Health - Cafe Kindness,1955 W Frye Rd ,Chandler,FD-39430,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
Pork on a Fork,1732 W Bell Rd ,Phoenix,FD-39441,Food Catering ,Class 5,3/22/19,Routine Inspection,A,0,
Zoyo Neighborhood Yogurt,2415 E Baseline Rd Suite 115,Phoenix,FD-39452,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,B,0,
Dominos Pizza,2902 N 68th St ,Scottsdale,FD-39529,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Betillo's Mexican Food,6045 W Chandler Blvd Suite 11,Chandler,FD-39564,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,D,4,
Rocky Mountain Eggs,1325 E Gibson Ln ,Phoenix,FD-39676,Food Jobber ,Class 2,3/21/19,Routine Inspection,A,0,
Subway No 10469,3210 W Bell Rd Suite 100,Phoenix,FD-39781,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Homewood Suites Chandler,1221 S Spectrum Blvd ,Chandler,FD-39902,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,B,1,
Hampton Inn & Suites,1231 S Spectrum Blvd ,Chandler,FD-39903,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,B,0,
Wang's Express,4747 E Bell Rd Suite 19,Phoenix,FD-39951,E & D 10+ Seating ,Class 4,3/22/19,Routine Inspection,A,0,
JT Boba House,10160 W McDowell Rd Suite 130,Avondale,FD-40456,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,A,0,
Arizona General Hospital,7171 S 51st Ave ,Laveen,FD-40688,Hospital Food Service ,Class 5,3/20/19,Routine Inspection,A,0,
First United Methodist Church,7102 N 58th Dr ,Glendale,FD-40749,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Cafe Zupas,3305 W Chandler Blvd Suite 8,Chandler,FD-40798,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,C,2,
Greenfield Village Rv Resort,111 S Greenfield Rd ,Mesa,FD-41007,Food Catering ,Class 5,3/25/19,Routine Inspection,A,0,
Dakota Restaurant,7301 E Indian Plaza Dr ,Scottsdale,FD-41142,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
Dakota Restaurant,7301 E Indian Plaza Dr ,Scottsdale,FD-41143,E & D 10+ Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Dakota Restaurant,7301 E Indian Plaza Dr ,Scottsdale,FD-41144,E & D 0-9 Seating ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Banner Estrella Medical Center,9201 W Thomas Rd ,Phoenix,FD-41559,E & D 0-9 Seating ,Class 3,3/19/19,Routine Inspection,A,0,
Paris Rendez-Vous,21001 N Tatum Blvd Space 36-1150,Phoenix,FD-41572,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Papa Murphy's Pizza,10659 W Grand Ave Suite 12,Sun City,FD-41647,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,1,
Jenny Craig Center No 3209,1721 N Dysart Rd ,Avondale,FD-41720,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
Tea Street,6050 W Chandler Blvd Suite 4,Chandler,FD-41746,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,B,1,
John C Lincoln North Mountain Hospital,9211 N 2nd St ,Phoenix,FD-41832,Hospital Food Service ,Class 5,3/22/19,Routine Inspection,Not Participating,0,
Rosati's Pizza,849 N Dobson Rd Suite 112-114,Mesa,FD-41855,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,Not Participating,1,
Filiberto's Mexican Food,1050 W Chandler Blvd ,Chandler,FD-41874,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Marisa's Mexican Seafood Cocina,4211 W Bethany Home Rd ,Phoenix,FD-42196,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,B,1,
Home2 Suites,2490 W Queen Creek Rd ,Chandler,FD-42856,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Home2 Suites,2490 W Queen Creek Rd ,Chandler,FD-42857,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
Snooze - An A.M. Eatery,15054 N Scottsdale Rd Suite 110D1B,Scottsdale,FD-43363,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
Cafe Rio,2501 W Happy Valley Rd Suite 50-1220,Phoenix,FD-43894,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Edible Arrangements No 1395,8877 N 107th Ave Suite 307,Peoria,FD-43943,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,A,0,
Banner Gateway Medical Ctr,1900 N Higley Rd ,Gilbert,FD-44015,Service Kitchen ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
AFC Sushi @ Chandler Regional Medical Center,1955 W Frye Rd ,Chandler,FD-44204,E & D 0-9 Seating ,Class 4,3/22/19,Routine Inspection,A,0,
Los Diablitos Locos,2201 N 83rd Ave Suite 101,Phoenix,FD-44310,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,Not Participating,0,
Paleteria Payasos Y Mas,1825 W Indian School Rd ,Phoenix,FD-44462,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,1,
Carefree Coffee Roastery,7171 E Cave Creek Rd Suite T,Carefree,FD-44590,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Denny's,7000 E Mayo Blvd Bldg 27,Phoenix,FD-44734,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Panda Express @ GCU Camelback Hall 37,3300 W Camelback Rd ,Phoenix,FD-44793,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,A,0,
Sprouts Farmers Market,21181 S Ellsworth Loop Rd ,Queen Creek,FD-44819,E & D 0-9 Seating ,Class 3,3/20/19,Verification Visit,A,0,
Sprouts Farmers Market,21181 S Ellsworth Loop Rd ,Queen Creek,FD-44820,Meat Market ,Class 4,3/20/19,Routine Inspection,A,0,
Sprouts Farmers Market,21181 S Ellsworth Loop Rd ,Queen Creek,FD-44821,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
Sprouts Farmers Market,21181 S Ellsworth Loop Rd ,Queen Creek,FD-44822,Bakery ,Class 2,3/20/19,Routine Inspection,A,0,
Flower Child,100 E Camelback Rd ,Phoenix,FD-44847,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
The Grove C-store @ GCU Juniper Hall 84,3300 W Camelback Rd ,Phoenix,FD-44926,E & D 0-9 Seating ,Class 3,3/25/19,Routine Inspection,A,0,
The Grove C-Store @ GCU Juniper Hall 84,3300 W Camelback Rd ,Phoenix,FD-44927,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,A,0,
Snow Fox F052,855 W Warner Rd ,Gilbert,FD-45118,E & D 0-9 Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Milestone Learning Center,1604 E University Dr ,Mesa,FD-45164,Daycare Food Service ,Class 3,3/20/19,Routine Inspection,A,0,
Banner Thunderbird Medical Center,5555 W Thunderbird Rd ,Glendale,FD-45246,Service Kitchen ,Class 2,3/20/19,Verification Visit,A,0,
Wickenburg Community Hospital,520 Rose Ln ,Wickenburg,FD-45441,Hospital Food Service ,Class 5,3/22/19,Routine Inspection,A,0,
Panera Bread No 1925,375 E Bell Rd ,Phoenix,FD-45506,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Henhouse Cafe,3133 S Lindsay Rd Unit 101,Gilbert,FD-45525,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,A,0,
Peoria Artisan Brewery,10144 W Lake Pleasant Pkwy Suite 1130,Peoria,FD-45533,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Antojitos El Kike,7420 N 51st Ave ,Glendale,FD-45591,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,A,0,
The Teapot,818 N 5th Ave ,Phoenix,FD-45600,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,1,
Drury Inn & Suites,1205 S Price Rd ,Chandler,FD-45680,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,Not Participating,1,
Purple Gurl's,975 E Elliot Rd Suite 103,Tempe,FD-45720,Food Processor ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Shako Mako Grill,1810 W Northern Ave Suite A-2,Phoenix,FD-45750,E & D 10+ Seating ,Class 3,3/19/19,Routine Inspection,B,1,
Bita Market,1706 N Country Club Dr ,Mesa,FD-45754,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
Raceway Elks Lodge,215 W Van Buren St ,Avondale,FD-45768,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Antojitos y Neveria Chayos 3,4239 W McDowell Rd Suite 1,Phoenix,FD-45773,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,B,1,
Dove Valley Ranch Golf Club,33750 N Dove Lakes Dr ,Cave Creek,FD-45847,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
Drury Inn & Suites,1205 S Price Rd ,Chandler,FD-45879,Retail Food Establishment ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
GND Market / Water and Ice,995 W Ray Rd ,Chandler,FD-45890,E & D 0-9 Seating ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
GND Market / Water and Ice,995 W Ray Rd ,Chandler,FD-45891,Retail Food Establishment ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
Buckeye Union High School,1000 E Narramore Ave ,Buckeye,FD-45899,Food Catering ,Class 5,3/25/19,Routine Inspection,A,0,
Pointe Hilton Tapatio Cliffs Resort,11111 N 7th St ,Phoenix,FD-45965,E & D 0-9 Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Pointe Hilton Tapatio Cliffs Resort,11111 N 7th St ,Phoenix,FD-45966,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Pointe Hilton Tapatio Cliffs Resort,11111 N 7th St ,Phoenix,FD-45967,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Pointe Hilton Tapatio Cliffs Resort,11111 N 7th St ,Phoenix,FD-45968,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,1,
Pointe Hilton Tapatio Cliffs Resort,11111 N 7th St ,Phoenix,FD-45969,Service Kitchen ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Dollar Tree,2670 E Germann Rd ,Chandler,FD-46108,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,A,0,
Clancy's Jack Room,4436 N Miller Rd Suite 101,Scottsdale,FD-46633,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
Fairmont Scottsdale Princess,7575 E Princess Dr ,Scottsdale,FD-46735,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Steak and Stone,2613 N Thunderbird Cir ,Mesa,FD-46755,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,B,1,
Denny's 9290,14799 W Grand Ave ,Surprise,FD-46881,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Fiesta Market & Liquor,3043 W Van Buren St ,Phoenix,FD-47145,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,B,0,
Zookz Sandwiches,100 E Camelback Rd Suite 192,Phoenix,FD-47294,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,3,
Family Dollar Store No 11626,6868 W Indian School Rd ,Phoenix,FD-47351,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
XL California Burger Company,3653 W Van Buren St ,Phoenix,FD-47440,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
M V Snacks and Sushi,1468 E Main St ,Mesa,FD-47517,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,A,0,
Christopher J Lapka American Legion Post 105,12450 N 35th Ave Space 20,Phoenix,FD-47620,E & D 10+ Seating ,Class 3,3/22/19,Routine Inspection,A,0,
Lou Malnati's,100 E Camelback Rd ,Phoenix,FD-48010,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,1,
Borja Dollar Store Y Mas,3038 W Buckeye Rd ,Phoenix,FD-48100,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,A,0,
One Stop Food Mart & Deli,1620 W University Dr Suite 1,Mesa,FD-48421,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
King Of Gyros,1342 W Warner Rd Suite B-106,Tempe,FD-48561,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,A,0,
Isra Food Market,1610 N 36th St Suite B104,Phoenix,FD-48981,Retail Food Establishment ,Class 2,3/19/19,Routine Inspection,A,0,
Isra Food Market,1610 N 36th St Suite B104,Phoenix,FD-49153,Meat Market ,Class 4,3/19/19,Routine Inspection,A,0,
The Original MarketPlace,7272 E Indian School Rd Suite 105,Scottsdale,FD-49170,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Rancho Manana,5734 E Rancho Manana Blvd ,Cave Creek,FD-49399,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Papa Murphy's AZ042,1242 E Mckellips Rd Suite 2,Mesa,FD-49555,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,B,1,
S-L Distribution Company Inc.,4929 W Van Buren St Suite 1,Phoenix,FD-50440,Food Jobber ,Class 2,3/21/19,Routine Inspection,A,0,
Oumi Sushi @ Sprouts 32,21181 S Ellsworth Loop Rd ,Queen Creek,FD-50634,E & D 0-9 Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
Pizza Patron No 30,1640 N 36th St Suite 101A,Phoenix,FD-50718,E & D 0-9 Seating ,Class 2,3/19/19,Routine Inspection,A,0,
Starbucks,1003 N Dobson Rd ,Mesa,FD-50881,E & D 10+ Seating ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Denny's No 8555,11121 W Grand Ave ,Youngtown,FD-50910,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,C,2,
Ahogadas y Dorados George,9550 W Van Buren St Suite 16 & 17,Tolleson,FD-51222,E & D 10+ Seating ,Class 4,3/20/19,Routine Inspection,Not Participating,5,
Banner Behavioral Health Hospital,7575 E Earll Dr ,Scottsdale,FD-51335,Service Kitchen ,Class 2,3/20/19,Routine Inspection,A,0,
Importaciones Valentinas,2540 N 35th Ave Suite 2,Phoenix,FD-51425,Retail Food Establishment ,Class 3,3/20/19,Routine Inspection,A,0,
Peoria Artisan Brewery,10144 W Lake Pleasant Pkwy Suite 1130,Peoria,FD-51539,Food Processor ,Class 2,3/21/19,Routine Inspection,A,0,
Little Explorers Learning Center,1621 E Bethany Home Rd ,Phoenix,FD-51664,Daycare Food Service ,Class 3,3/22/19,Routine Inspection,A,0,
Superpumper No 1,4934 E Shea Blvd ,Scottsdale,FD-51699,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Superpumper No 1,4934 E Shea Blvd ,Scottsdale,FD-51700,Retail Food Establishment ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Carl's Jr No 7081,3470 W Bell Rd ,Phoenix,FD-51877,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,A,0,
Carl's Jr No 8101,826 W Pima St ,Gila Bend,FD-51897,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,B,1,
Bati Bites,1510 W Mcdowell Rd Space 4,Phoenix,FD-51930,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,B,1,
Baraka African Market LLC,5060 W Bethany Home Rd Space 17-18,Glendale,FD-51938,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
Baraka African Market LLC,5060 W Bethany Home Rd Space 17-18,Glendale,FD-51939,Meat Market ,Class 4,3/20/19,Routine Inspection,A,0,
Don's NY Pizza,9971 W Camelback Rd Suite 113,Phoenix,FD-52040,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,A,0,
Mr Mesquite Street Tacos,7345 E Shoeman Ln ,Scottsdale,FD-52179,E & D 0-9 Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,1,
McDonald's No 30049,5605 W Northern Ave ,Glendale,FD-52215,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,A,0,
Dad's Catering Services,10625 N Cave Creek Rd ,Phoenix,FD-52284,Food Catering ,Class 5,3/22/19,Routine Inspection,Not Participating,0,
Dickey's Barbecue Pit No AZ-1449,3125 E Indian School Rd ,Phoenix,FD-52399,E & D 10+ Seating ,Class 4,3/21/19,Routine Inspection,Not Participating,1,
Angkor Donuts and Ice Cream & More,6514 W Bethany Home Rd Suite 9-10,Glendale,FD-52420,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,B,1,
Country Manor Assisted Living Center LLC,2815 N 48th St ,Phoenix,FD-52434,Assisted Living ,Class 5,3/19/19,Routine Inspection,Not Participating,2,
Quick & Easy Shell II,6806 E Brown Rd ,Mesa,FD-52436,Retail Food Establishment ,Class 2,3/21/19,Routine Inspection,B,1,
Best Western Rancho Grande,293 E Wickenburg Way ,Wickenburg,FD-52448,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Q To U BBQ,4705 E Carefree Hwy Suite 101,Cave Creek,FD-52621,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
Binh Duong Quan,66 S Dobson Rd Suite 124,Mesa,FD-52684,E & D 0-9 Seating ,Class 4,3/21/19,Routine Inspection,A,0,
Bita Market,1706 N Country Club Dr ,Mesa,FD-53091,E & D 0-9 Seating ,Class 3,3/19/19,Routine Inspection,B,1,
Grand Canyon University,3300 W Camelback Rd ,Phoenix,FD-53241,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,B,1,
Eastwind Sushi & Grill,18555 N 59th Ave Suite 124,Glendale,FD-53382,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,2,
JW Marriott Desert Ridge,5350 E Marriott Dr ,Phoenix,FD-53531,E & D 10+ Seating ,Class 4,3/19/19,Routine Inspection,Not Participating,0,
Panera Bakery Cafe No 1917,3141 W Frye Rd ,Chandler,FD-53568,E & D 10+ Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,0,
Twisted Cultures Frozen Yogurt,9240 W Northern Ave ,Peoria,FD-54011,E & D 10+ Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Artezania,7677 E Princess Blvd ,Scottsdale,FD-54083,E & D 0-9 Seating ,Class 2,3/20/19,Routine Inspection,A,0,
Artezania,7677 E Princess Blvd ,Scottsdale,FD-54084,Retail Food Establishment ,Class 2,3/20/19,Routine Inspection,A,0,
The Groves,2655 N Pebble Creek Pkwy ,Goodyear,FD-54134,Assisted Living ,Class 5,3/21/19,Routine Inspection,A,0,
"One Step Beyond, Inc",9299 W Olive Ave Suite 311,Peoria,FD-54169,Food Processor ,Class 2,3/21/19,Routine Inspection,A,0,
Riliberto's,2033 E Southern Ave ,Mesa,FD-54299,E & D 10+ Seating ,Class 4,3/25/19,Routine Inspection,Not Participating,2,
Jimmy John's Gourmet Sandwiches No 2504,10460 N 90th St ,Scottsdale,FD-54302,E & D 10+ Seating ,Class 3,3/25/19,Routine Inspection,Not Participating,2,
